Trade Date,Symbol,Close
10/29/19,ETSY,54.41
10/30/19,ETSY,52.8
10/31/19,ETSY,44.49
11/1/19,ETSY,45.66
11/4/19,ETSY,44.74
11/5/19,ETSY,43.23
11/6/19,ETSY,42.62
11/7/19,ETSY,42.62
11/8/19,ETSY,41.99
11/11/19,ETSY,40.83
11/12/19,ETSY,40.8
11/13/19,ETSY,40.68
11/14/19,ETSY,41.84
11/15/19,ETSY,42
11/18/19,ETSY,41.99
11/19/19,ETSY,40.86
11/20/19,ETSY,40.64
11/21/19,ETSY,41.48
11/22/19,ETSY,41.84
11/25/19,ETSY,42.77
11/26/19,ETSY,43.38
11/27/19,ETSY,44.43
11/29/19,ETSY,43.39
12/2/19,ETSY,43.12
12/3/19,ETSY,42.63
12/4/19,ETSY,42.14
12/5/19,ETSY,41.07
12/6/19,ETSY,41.23
12/9/19,ETSY,41.16
12/10/19,ETSY,40.51
12/11/19,ETSY,41.03
12/12/19,ETSY,41.98
12/13/19,ETSY,42.29
12/16/19,ETSY,43.1
12/17/19,ETSY,43.05
12/18/19,ETSY,42.34
12/19/19,ETSY,43.94
12/20/19,ETSY,44.06
12/23/19,ETSY,44.78
12/24/19,ETSY,44.67
12/26/19,ETSY,45.41
12/27/19,ETSY,44.98
12/30/19,ETSY,44.47
12/31/19,ETSY,44.3
1/2/20,ETSY,45.19
1/3/20,ETSY,44.9
1/6/20,ETSY,44.84
1/7/20,ETSY,45.78
1/8/20,ETSY,45.01
1/9/20,ETSY,46.43
1/10/20,ETSY,46.13
1/13/20,ETSY,47.96
1/14/20,ETSY,49.15
1/15/20,ETSY,48.86
1/16/20,ETSY,50.9
1/17/20,ETSY,51.44
1/21/20,ETSY,50.7
1/22/20,ETSY,50.24
1/23/20,ETSY,50.23
1/24/20,ETSY,50.52
1/27/20,ETSY,49.32
1/28/20,ETSY,49.83
1/29/20,ETSY,50.15
1/30/20,ETSY,50.29
1/31/20,ETSY,48.81
2/3/20,ETSY,49.36
2/4/20,ETSY,50.72
2/5/20,ETSY,49.57
2/6/20,ETSY,49.48
2/7/20,ETSY,49.64
2/10/20,ETSY,50.37
2/11/20,ETSY,50.56
2/12/20,ETSY,52.25
2/13/20,ETSY,52.97
2/14/20,ETSY,53.16
2/18/20,ETSY,53.32
2/19/20,ETSY,53.18
2/20/20,ETSY,54.39
2/21/20,ETSY,53.7
2/24/20,ETSY,51.33
2/25/20,ETSY,49.89
2/26/20,ETSY,50.69
2/27/20,ETSY,57.92
2/28/20,ETSY,57.81
3/2/20,ETSY,58.84
3/3/20,ETSY,58.21
3/4/20,ETSY,62.46
3/5/20,ETSY,62.13
3/6/20,ETSY,60.65
3/9/20,ETSY,58.5
3/10/20,ETSY,57.97
3/11/20,ETSY,50.23
3/12/20,ETSY,44.04
3/13/20,ETSY,49.01
3/16/20,ETSY,41.65
3/17/20,ETSY,42.12
3/18/20,ETSY,39.25
3/19/20,ETSY,34.66
3/20/20,ETSY,31.69
3/23/20,ETSY,33.03
3/24/20,ETSY,38.13
3/25/20,ETSY,41.29
3/26/20,ETSY,41.88
3/27/20,ETSY,38.67
3/30/20,ETSY,38.67
3/31/20,ETSY,38.44
4/1/20,ETSY,35.45
4/2/20,ETSY,34.8
4/3/20,ETSY,38.15
4/6/20,ETSY,46.46
4/7/20,ETSY,47.69
4/8/20,ETSY,51
4/9/20,ETSY,53.68
4/13/20,ETSY,55.44
4/14/20,ETSY,57.66
4/15/20,ETSY,56.72
4/16/20,ETSY,59.72
4/17/20,ETSY,61.06
4/20/20,ETSY,65.05
4/21/20,ETSY,61.37
4/22/20,ETSY,62.75
4/23/20,ETSY,62.85
4/24/20,ETSY,66.19
4/27/20,ETSY,69.28
4/28/20,ETSY,66.25
4/29/20,ETSY,68.33
4/30/20,ETSY,64.87
5/1/20,ETSY,64.44
5/4/20,ETSY,67.69
5/5/20,ETSY,72.79
5/6/20,ETSY,78.24
5/7/20,ETSY,76.59
5/8/20,ETSY,80.71
5/11/20,ETSY,80.28
5/12/20,ETSY,79.02
5/13/20,ETSY,81.55
5/14/20,ETSY,81.63
5/15/20,ETSY,85.63
5/18/20,ETSY,78.18
5/19/20,ETSY,77.08
5/20/20,ETSY,75.3
5/21/20,ETSY,74.31
5/22/20,ETSY,77.48
5/26/20,ETSY,74.08
5/27/20,ETSY,76.24
5/28/20,ETSY,77.81
5/29/20,ETSY,80.98
